"- are there any [moderate]{""entity"": ""pricerange""} [3]{""entity"": ""stars""} star hotels with free parking","- hemm xi lamtu [ moderat bl ]{""entity"": ""pricerange""} ipparkjar ħieles"
"- how about one in the [moderate]{""entity"": ""pricerange""} price range","- kif wieħed jista' jlaħħaq mal [ medda moderata tal ]{""entity"": ""pricerange""} prezzijiet"
"- i [dont have a preference]{""entity"":"" area""} but i would also like ot find a restaurant called the [cow pizza kitchen and bar]{""entity"":"" name""}","- i dont [ għandhom preferenza ]{""entity"":"" name""}"
- im also looking for a hotel,- im also looking for a hotel
"- something in the [cheap]{""entity"": ""pricerange""} price range including free parking","- xi ħaġa fil [ firxa tal ]{""entity"": ""pricerange""} prezzijiet irħas inkluż ipparkjar b'xejn"
"- i would like to book a hotel close to our restaurant here in the [centre]{""entity"":"" area""} it will also need to be [cheap]{""entity"":"" pricerange""} and have free parking","- nixtieq nippreżenta kuntratt viċin il ħbieb tagħna [ hawnhekk fiċ ċentru u ]{""entity"":"" area""} nipparkja b'xejn"
"- yes please the our group of [7]{""entity"": ""bookpeople""} will all be staying there for [3]{""entity"": ""bookstay""} nights starting [saturday]{""entity"":"" bookday""}","- iva jekk jogħġbok il grupp tagħna [ ta' 7 ]{""entity"": ""bookstay""}"
"- great i also am looking for a [hotel]{""entity"": ""type""} to stay at that includes free parking whats available","- jien qed infittex ukoll il [ kworum biex ]{""entity"": ""type""} nibqgħu fuq dak li jinkludi l ipparkjar ħieles x'inhu disponibbli"
"- actually im looking for a [hotel]{""entity"": ""type""} and in the same price range as the restaurant","- effettivament iħarsu lejn [ il kworum u ]{""entity"": ""type""} fl istess medda ta' prezzijiet bħall ġugarelli"
"- yes i need a [hotel]{""entity"": ""type""} in the same price range as the restaurant with free parking","- iva għandek bżonn [ vawċer fl ]{""entity"": ""type""} istess medda ta' prezzijiet bħall vawċer b'ipparkjar ħieles"
- can you give me the first one and the star rating for it please it has to have free parking,- tista' tagħtih l-ewwel waħda u l-klassifikazzjoni tal-stilla għaliha jekk ikollha bżonn ta' parkeġġ ħieles
- does the express by holiday inn have free parking,- għandu l-ipparkjar ħieles għal inn waqt il-vaganzi
"- yes also i will need a taxi to get me between the [hotel]{""entity"": ""type""} and the restaurant i will need a contact number and car type with the booking","- iva wkoll se jkolli bżonn ta' taxi biex nifhem bejn il [ lukanda u ]{""entity"": ""type""} l proponent i se jkollha bżonn ta' numru ta' kuntatt u tip ta' karozza mal lukanda"
"- not at this time i am looking for a [3]{""entity"":"" stars""} star [hotel]{""entity"":"" type""} though no guesthouses","- mhux f'dan il ħin qed infittex [ 3 għalkemm ]{""entity"":"" stars""} l ebda kamra"
"- not yet is the gonville [hotel]{""entity"": ""type""} in the same price range as the curry garden","- mhux f'dan il ħin qed infittex [ 3 għalkemm ]{""entity"":"" stars""} l ebda kamra"
"- can you book a room for [2]{""entity"": ""bookstay""} people for [2]{""entity"": ""bookstay""} nights starting on [sunday]{""entity"":"" bookday""}","- tista' tniżżel kamra għal [ 2 ]{""entity"":"" bookday""}"
"- could you try it for [one]{""entity"":"" bookstay""} night if that works please book it and get the reference number","- tista' tipprova għal lejl [ wieħed jekk ]{""entity"":"" bookstay""} dak ix xogħol jekk jogħġbok ikteb in numru ta' referenza"
"- i also need a [hotel]{""entity"": ""type""} in the same price range as the restaurant","- i għandhom bżonn ukoll [ kworum fl ]{""entity"": ""type""} istess medda ta' prezzijiet bħall ġugarelli"
"- i would like something that is [2]{""entity"": ""stars""} stars and includes free parking","- i would like something that is [ 2 stars ]{""entity"": ""stars""} and includes free parking"
"- could you book a room for [2]{""entity"": ""bookstay""} people [2]{""entity"": ""bookstay""} nights on [wednesday]{""entity"": ""bookday""} at the [ashley]{""entity"":"" name""} please","- i would like something that is [ 2 stars ]{""entity"": ""stars""} and includes free parking"
- sure lets try that instead,- sure lets try that instead
"- yes i need a [2]{""entity"": ""stars""} star hotel for [3]{""entity"": ""bookpeople""} people for [2]{""entity"": ""stars""} nights on [wednesday]{""entity"":"" bookday""} [moderate]{""entity"":"" pricerange""} ly priced with free parking","- iva għandek bżonn [ ta' żewġ ]{""entity"": ""bookpeople""}[ prezzijiet b'ipparkjar ]{""entity"":"" pricerange""} ħieles"
- i also need a hotel with free parking and free wifi,- i għandek bżonn ukoll vawċer b'ipparkjar ħieles u ħieles
"- i prefer a [guesthouse]{""entity"":"" type""} and i need someplace [cheap]{""entity"":"" pricerange""} please area [doesnt matter]{""entity"":"" area""}","- i jippreferu [ kamra ]{""entity"":"" area""}"
- could you tell me the star of the hotel,- tista' tgħidli l-stilla tal-vawċer
"- yes i a place to stay a upscale [hotel]{""entity"": ""type""} please","- iva , jekk jogħġbok , f'post fejn toqgħod vawċer' [ il fuq ]{""entity"": ""type""}"
"- i prefer upscale and want to stay in a [hotel]{""entity"": ""type""} rather than a guesthouse i also need free parking","- iva , jekk jogħġbok , f'post fejn toqgħod vawċer' [ il fuq ]{""entity"": ""type""}"
- does it have free parking and internet,- għandu ipparkjar b'xejn u l-internet
"- im looking for a hotel called [acorn guest house]{""entity"":"" name""}","- it tfittxija għal lukanda msejħa [ acorn mars house ]{""entity"":"" name""}"
- do they have free parking i will need that,- do they have free parking i will need that
"- im also looking for a place to stay it needs to include free wifi and parking be [3]{""entity"": ""stars""} star and in the [same area]{""entity"":"" area""} as the restaurant","- im also looking for a place to stay it needs to include freesler and parking be [ 3 as ]{""entity"": ""stars""} the hazard"
- no but i will need a taxi between the hotel and the booked restaurant,- l-ebda ħaġa iżda se jkollha bżonn ta' taxi bejn il-lukanda u l-ġugarelli kkummerċjalizzati
"- yes im looking for a hotel named [limehouse]{""entity"":"" name""}","- iva għall Ħarifa ta' filgħaxija msemmija hawn [ fuq ]{""entity"":"" name""}"
"- yes please could you book it for [4]{""entity"": ""bookstay""} people for [4]{""entity"": ""bookstay""} nights please also could you let me know the reference number","- iva jekk jogħġbok iktebha għal [ 4 iljieli ]{""entity"": ""bookstay""} jekk jogħġbok , jekk jogħġbok , jekk jogħġbok , jekk jogħġbok , jekk jogħġbok , jekk jogħġbok , jekk jogħġbok , jekk jogħġbok , jekk jogħġbok , għandek tkun taf in numru ta' referenza tiegħek ."
"- oh sure start on [friday]{""entity"": ""bookday""} please","- jekk jogħġbok ibda [ friday ]{""entity"": ""bookday""}"
- i am looking to book a hotel in the cambridge area,- jien qed infittex il-ktieb ta' vawċer fiż-żona ta' l-arċiklaġġ
"- i am looking for [cityroomz]{""entity"":"" name""} id like to book rooms for [7]{""entity"": ""bookpeople""} people who will be staying for [4]{""entity"": ""bookstay""} nights from [sunday]{""entity"":"" bookday""} please respond with a reference number","- jien qed infittex il [ belt ta'roomz ]{""entity"":"" name""} jekk [ jogħġbok wieġeb ]{""entity"": ""bookstay""} b'numru ta' referenza"
- could you tell me more about their locations do they offer free parking how far are each of them from my hotel,- tista' tgħidli iktar dwar il-post fejn jinsabu huma joffru parkeġġ ħieles kemm kull wieħed minnhom huwa' l bogħod mill-lukanda tiegħi.
"- hi i am looking for information about the [warkworth house]{""entity"": ""name""} hotel","- jien qed infittex informazzjoni dwar il partitarju [ responsabbli għall ġlied ]{""entity"": ""name""}"
"- i just would like to book it for [2]{""entity"": ""bookpeople""} people for [5]{""entity"": ""bookstay""} nights beginning [monday]{""entity"":"" bookday""} please give me reference number","- i just would like to book it for [ 2 please ]{""entity"": ""bookpeople""} give me reference number"
"- i am looking for a hotel called the [el shaddai]{""entity"": ""name""} in cambridge","- jien qed inħares lejn xi ħaġa msejħa l [ elettrikuaddai fil ]{""entity"": ""name""} maqtugħ"
- what is the rating of this hotel,"- x'inhi l-klassifikazzjoni ta"" dan il-vawċer"
"- can you also help me with information on the [hotel]{""entity"": ""type""} [home from home]{""entity"":"" name""}","- tista' tgħini wkoll b'informazzjoni dwar [ il lukanda ]{""entity"": ""type""}"
"- i would need to book the hotel for [6]{""entity"": ""bookpeople""} people for [2]{""entity"": ""bookstay""} nights on [sunday]{""entity"": ""bookday""} as well","- i would need to book the hotel for [ 6 as ]{""entity"": ""bookpeople""} well"
"- actually id like to book that hotel for [two]{""entity"":"" bookstay""} nights starting [sunday]{""entity"": ""bookday""} for [6]{""entity"": ""bookpeople""} people for two nights ill need a reference number as well","- i would need to book the hotel for [ 6 as ]{""entity"": ""bookpeople""} well"
"- no thanks i will go ahead and book later i am also looking for a hotel room that is [moderate]{""entity"":"" pricerange""} ly priced","- l ebda pass' il quddiem u l ebda ktieb aktar tard ma nħarsu lejn kamra li tkun [ moderata bi prezz baxx ]{""entity"":"" pricerange""} ."
"- the place does not have to have free parking should include free wifi and should be in the [centre]{""entity"": ""area""} of town","- il post m'għandux għalfejn ikollu parkeġġ ħieles għandu jinkludi ħieles u għandu jkun [ fiċ ċentru tal ]{""entity"": ""area""} belt"
"- i am also looking for a certain hotel in the area it is called the [lovell lodge]{""entity"":"" name""} do you have information on that","- il post m'għandux għalfejn ikollu parkeġġ ħieles għandu jinkludi ħieles u għandu jkun [ fiċ ċentru tal ]{""entity"": ""area""} belt"
"- could you see if they have rooms available for [7]{""entity"": ""bookpeople""} people for a [4]{""entity"": ""bookstay""} night stay","- tista' tara jekk għandekx kmamar disponibbli għal [ 7 lejl ]{""entity"": ""bookpeople""}"
"- id like you begin my stay on [wednesday]{""entity"":"" bookday""}","- id like you begin my stay on [ wednesday ]{""entity"":"" bookday""}"
"- ummm i can swing just [2]{""entity"": ""bookstay""} nights if that is available","- ummm i jista' jimtela biss [ 2 iljieli ]{""entity"": ""bookstay""} jekk dak ikun disponibbli"
- im writing an article on places in cambridge with no stars can you help me find a place to stay that has free wifi,- tista' tgħinni nsib post fejn noqgħod ħieles.
"- are any of these hotels in the [expensive]{""entity"": ""pricerange""} price range","- ummm i jista' jimtela biss [ 2 iljieli ]{""entity"": ""bookstay""} jekk dak ikun disponibbli"
"- are there any [expensive]{""entity"": ""pricerange""} hotels that have [4]{""entity"": ""stars""} stars","- ummm i jista' jimtela biss [ 2 iljieli ]{""entity"": ""bookstay""} jekk dak ikun disponibbli"
- do any of the locations you have found offer free parking,- do any of the locations you have found offer free parking
- where is the hotel located,- fejn jinsab il-vawċer
"- okay go ahead and book the one for [19:35]{""entity"":"" leaveat""} i also need a hotel on the [cheap]{""entity"": ""pricerange""} side","- il Ġimgħa [ d dieħla u l Ġimgħa d 19 ]{""entity"":"" leaveat""} ta' Marzu"
"- the [center]{""entity"":"" area""}","- il [ proponent ]{""entity"":"" area""}"
- does it have free parking,- għandu parkeġġ ħieles
"- yes please [5]{""entity"": ""bookpeople""} people for [4]{""entity"": ""bookstay""} nights starting the [same day]{""entity"":"" bookday""} as the train","- iva jekk [ jogħġbok 5 ]{""entity"": ""bookstay""}[ bħala l ]{""entity"":"" bookday""} ferrovija"
- yes please i need a place to stay with free wifi and free parking,- iva jekk jogħġbok jeħtieġ post biex nibqa' b'ipparkjar bla ħlas u bla ħlas
"- no id actually prefer to stay on the [west]{""entity"": ""area""} side do you have anything in the [expensive]{""entity"": ""pricerange""} price range id also like free wifi and parking if possible","- l ebda id fil fatt ma tippreferi li [ tibqa fuq ]{""entity"": ""area""} il medda tal prezz baxx id ukoll bħall ipparkjar u l ipparkjar bla ħlas jekk ikun possibbli"
"- yes that train sounds good please book it for me could you also find me a hotel with a [moderate]{""entity"": ""pricerange""} price that offers internet","- iva li l ferrovija tagħmel tajjeb jekk jogħġbok ikteb għalija tista' ssibni wkoll vawċer bi [ prezz moderat li ]{""entity"": ""pricerange""} joffri l internet ."
"- the [north]{""entity"": ""area""} part of town please preferably in a [guesthouse]{""entity"":"" type""}","- it [ Tramuntana ]{""entity"":"" type""}"
"- yes please i would like to book it for [7]{""entity"": ""bookpeople""} people for [5]{""entity"": ""bookstay""} nights on [saturday]{""entity"":"" bookday""} and i need a reference number","- iva , jekk jogħġbok , nixtieq nippreżentaha għal [ 7 u ]{""entity"": ""bookpeople""} neħtieġ numru ta' referenza"
"- yes please try to book it for [four]{""entity"":"" bookstay""} nights instead","- iva jekk jogħġbok ipprova jirreġistrah għal [ erbat iljieli ]{""entity"":"" bookstay""} minflok"
- thank you can you assist me with finding a hotel as well,- mistoqsija li tista' tgħini biex issib vawċer ukoll
"- id like a hotel in the [moderate]{""entity"": ""pricerange""} price range with free wifi","- id bħal vawċer fil medda [ moderata ta ]{""entity"": ""pricerange""} prezzijiet b żraben ħielsa"
"- what have you got with [0]{""entity"": ""stars""} stars","- X'għandek timxi ma' [ 0 stillti ]{""entity"": ""stars""}"
"- yes for [one]{""entity"":"" bookpeople""} person id like it for [4]{""entity"": ""bookstay""} nights starting [sunday]{""entity"":"" bookday""} please provide a reference number","- iva għal [ wieħed jekk ]{""entity"":"" bookpeople""}[ jogħġbok ipprovdi ]{""entity"": ""bookstay""} numru ta referenza"
"- i am looking for a [hotel]{""entity"": ""type""} that includes free wifi","- jien qed infittex [ lukanda li ]{""entity"": ""type""} tinkludi ħieles"
"- i prefer the [hotel]{""entity"": ""type""} has at least a [two]{""entity"":"" stars""} star rating","- jien qed infittex [ lukanda li ]{""entity"": ""type""} tinkludi ħieles"
- which of those have free parking,- liema minn dawk għandhom ipparkjar ħieles
"- thank you i am also looking for a place to stay that is in the [north]{""entity"": ""area""} side of town","- għandek tħares ukoll lejn post fejn toqgħod fil parti [ tat Tramuntana tal ]{""entity"": ""area""} belt"
"- i would prefer a place with a star of [4]{""entity"": ""stars""} that includes free parking and free wifi","- i jippreferi post b'stilla ta' [ 4 li ]{""entity"": ""stars""} tinkludi l ipparkjar b'xejn u l ipparkjar b'xejn"
- i would like a moderate hotel with free wifi and parking,- nixtieq vawċer moderat b'żebgħa u pparkjar ħieles
- i wouldnt like to book a stay today but thank you am i right in assuming that its a guesthouse and not a hotel,- is-sitwazzjoni fil-Ġeorġja
"- thank you i am also looking for a place to stay i would like a [guesthouse]{""entity"": ""type""} that includes free wifi","- għandek tħares lejn post fejn toqgħod i tixtieq li jkun hemm [ kamra li ]{""entity"": ""type""} tinkludi post ħieles ."
"- how much is the [cheap]{""entity"":"" pricerange""} est place","- kemm huwa [ rħis l aktar ]{""entity"":"" pricerange""}"
"- we will be staying there starting [sunday]{""entity"":"" bookday""}","- aħna se nibqgħu hemmhekk nibdew ix [ xemx ]{""entity"":"" bookday""}"
"- i need it for [3]{""entity"": ""bookpeople""} people","- i għandek bżonn għal [ 3 persuni ]{""entity"": ""bookpeople""}"
"- ok how about [1]{""entity"": ""bookstay""} night","- għal xiex jintuża [ 1 lejl ? ]{""entity"": ""bookstay""}"
- hi i am looking for a place to stay in cambridge i will need free parking,- jien qed infittex post biex nibqa' fil-pont i se jkollu bżonn ta' parkeġġ ħieles
"- how about something [expensive]{""entity"": ""pricerange""} with a [4]{""entity"": ""stars""} star rating","- kif tista' tiġi [ kklassifikata xi ]{""entity"": ""pricerange""} klassifikazzjoni [ ta' stilla ]{""entity"": ""stars""} għalja"
"- actually im looking for a [guesthouse]{""entity"":"" type""} do you have one that has [4]{""entity"": ""stars""} stars and free parking","- effettivament iħarsu lejn lamti [ tas serra ]{""entity"":"" type""} u l ipparkjar ħieles"
"- hi i need to find a place to stay with a [3]{""entity"": ""stars""} star rating with free parking","- jeħtieġ li nsib post biex nibqa' bi klassifikazzjoni ta' [ 3 stilli ]{""entity"": ""stars""} b'ipparkjar ħieles"
"- could you find me a one that is [cheap]{""entity"":"" pricerange""}","- tista' ssibni wieħed li jkun [ baxx ]{""entity"":"" pricerange""}"
- could you give me the lowest price of the 6 hotels currently available,- could you give me the lowest price of the 6 hotels currently available
"- what about [cheap]{""entity"": ""pricerange""} [4]{""entity"": ""stars""} star hotels","- x'inhu [ lamtu baxx ]{""entity"": ""stars""}"
"- what area is the [belfry]{""entity"": ""name""} in do they have internet id also like their phone number","- x'inhi ż żona li [ fiha jkollhom id fuq l ]{""entity"": ""name""} internet ukoll bħan numru tat telefown tagħhom"
- do you know if the property offers free parking,- taf jekk il-proprjetà toffrix ipparkjar ħieles
"- i need a [hotel]{""entity"":"" type""} one with free parking","- x'inhi ż żona li [ fiha jkollhom id fuq l ]{""entity"": ""name""} internet ukoll bħan numru tat telefown tagħhom"
"- i need an [expensive]{""entity"": ""pricerange""} [hotel]{""entity"": ""type""} that includes free parking","- x'inhi ż żona li [ fiha jkollhom id fuq l ]{""entity"": ""name""} internet ukoll bħan numru tat telefown tagħhom"
"- i want to book this [hotel]{""entity"": ""type""} for the same group of people and [3]{""entity"": ""bookstay""} nights starting from [sunday]{""entity"":"" bookday""} ill need a reference number please","- għandek [ bżonn ta' ]{""entity"": ""type""} numru [ ta' referenza ]{""entity"": ""bookstay""} jekk jogħġbok"
"- im sorry were you able to book the express by holiday inn for [4]{""entity"": ""bookpeople""} people","- kienu kapaċijirreġistraw l espressjoni ta' inn waqt il vaganza għal [ 4 persuni ]{""entity"": ""bookpeople""}"
"- i am looking for a place to stay could you find me a place in the [centre]{""entity"": ""area""} of town that is [expensive]{""entity"":"" pricerange""}","- i amlooking for a place to stay could you find me a place in the [ centre ]{""entity"":"" pricerange""}"
- i need it to have free wifi and free parking does one of them offer both,- għandu bżonn ikollu ipparkjar b'xejn u b'xejn joffri wieħed minnhom it-tnejn
"- yes im also looking for a place to stay in the [north]{""entity"":"" area""} i do need free parking","- i amlooking for a place to stay could you find me a place in the [ centre ]{""entity"":"" pricerange""}"
- i dont care about wifi but i would like a guest house please,"- kura tas-saħħa madwar id-dinja, iżda tixtieq li jkun hemm dar għall-ġugarelli jekk jogħġbok"
"- i would like something with at least [three]{""entity"":"" stars""} stars","- i would like something with at least [ three stars ]{""entity"":"" stars""}"
"- that should be great can i book it for [2]{""entity"": ""bookstay""} nights for [7]{""entity"": ""bookpeople""} people starting [thursday]{""entity"": ""bookday""} please","- dan għandu jkun kbir għal [ 2 jekk ]{""entity"": ""bookstay""} jogħġbok"
"- yes please what is the travel time ill also need a [hotel]{""entity"": ""type""} in the [expensive]{""entity"": ""pricerange""} price range can you help me with that as well","- dan għandu jkun kbir għal [ 2 jekk ]{""entity"": ""bookstay""} jogħġbok"
"- yes id like a [2]{""entity"": ""stars""} star rating and ill need it to be in the [east]{""entity"": ""area""} side of town","- dan għandu jkun kbir għal [ 2 jekk ]{""entity"": ""bookstay""} jogħġbok"
"- yes i would like to book it for [3]{""entity"": ""bookpeople""} people starting that [same day]{""entity"":"" bookday""} for [4]{""entity"": ""bookstay""} nights","- iva nixtieq nippreżentaha għal [ 3 iljieli ]{""entity"": ""bookpeople""}"
"- hi i am looking for a [moderate]{""entity"":"" pricerange""} ly priced hotel in cambridge that includes free parking","- jien qed infittex lukanda [ moderata bi ]{""entity"":"" pricerange""} prezzijiet għoljin li tinkludi l ipparkjar ħieles"
"- yes is there any located in the [north]{""entity"":"" area""}","- iva hemm kwalunkwe post [ fit Tramuntana ]{""entity"":"" area""}"
"- hi im looking for a hotel called [aylesbray lodge guest house]{""entity"":"" name""} do you have anything with that name","- iva hemm kwalunkwe post [ fit Tramuntana ]{""entity"":"" area""}"
"- im looking for a hotel with free wifi and at least a [three]{""entity"":"" stars""} star rating please","- imfittex għal vawċer bi ħlas ħieles u għallinqas għat [ tliet tip ]{""entity"":"" stars""} ta' stilla jekk jogħġbok"
